Time (minutes);My Engine RPM
22.471299999999975;2006.0
22.55763333333331;1988.0
22.645683333333363;2351.0
22.73280000000001;2662.0
22.816366666666728;2919.0
22.907783333333402;2829.0
22.990783333333336;2967.0
23.079183333333397;3095.0
23.159483333333387;3134.0
23.252733333333406;3116.0
23.334733333333375;2994.0
23.42391666666675;3003.0
23.510349999999985;2890.0
23.602066666666722;2743.0
23.690566666666687;2635.0
23.783633333333395;2663.0
23.871733333333395;2759.0
23.964600000000065;2784.0
24.053366666666747;2866.0
24.139866666666663;3132.0
24.223016666666688;3370.0
24.314933333333343;3246.0
24.401916666666633;3188.0
24.489966666666685;3377.0
24.572050000000065;3529.0
24.6607;3592.0
24.75011666666663;3482.0
24.839366666666685;3117.0
24.92464999999999;2995.0
25.01100000000006;2689.0
25.103233333333385;1914.0
25.183716666666683;791.0
25.269750000000084;1695.0
25.35513333333341;2864.0
25.444566666666653;2551.0
25.53203333333331;1166.0
25.615216666666676;2426.0
25.70480000000001;2441.0
25.79329999999997;2523.0
25.885766666666676;1634.0
25.9685833333333;872.0
26.06144999999997;779.0
26.146150000000002;776.0
26.234866666666736;2367.0
26.321516666666746;1777.0
26.421083333333325;1613.0
26.50646666666665;2758.0
26.59196666666673;1960.0
26.675016666666732;1957.0
26.76248333333339;1411.0
26.85006666666668;1868.0
26.935183333333406;1779.0
27.01828333333336;1462.0
27.107616666666704;1887.0
27.189216666666713;1390.0
27.271416666666724;2021.0
27.352483333333414;1786.0
27.441933333333388;1782.0
27.522983333333347;2971.0
27.609716666666646;776.0
27.69346666666667;768.0
27.784649999999964;451.0
27.86843333333333;1033.0
27.954200000000007;874.0
28.039783333333375;777.0
28.132833333333352;799.0
28.214716666666693;757.0
28.30443333333339;785.0
28.390049999999974;0.0
28.47470000000006;0.0
