Time (minutes);Father's Throttle position
30.59350000000001;12.9411764705882
30.67403333333326;20.0
30.763283333333312;19.2156862745098
30.847116666666626;18.8235294117647
30.93189999999995;16.078431372549
31.016849999999977;15.6862745098039
31.10681666666666;12.5490196078431
31.19499999999995;12.5490196078431
31.278416666666576;15.6862745098039
31.36286666666662;13.3333333333333
31.453549999999936;18.8235294117647
31.534449999999925;20.7843137254902
31.617066666666627;21.1764705882353
31.695666666666632;19.2156862745098
31.787349999999908;18.8235294117647
31.866716666666616;16.078431372549
31.94993333333332;14.5098039215686
32.03669999999996;13.7254901960784
32.12199999999999;16.078431372549
32.20508333333334;13.3333333333333
32.28846666666662;14.1176470588235
32.38005;14.1176470588235
32.46176666666664;18.4313725490196
32.54435;13.7254901960784
32.627799999999965;12.9411764705882
32.71026666666658;13.7254901960784
32.79801666666656;12.9411764705882
32.8762999999999;13.7254901960784
32.961966666666676;15.2941176470588
33.04924999999991;9.80392156862745
